id,title,contentType,exposureDate,viewCnt,thumbnail,vodTime,symptom_category,symptom_code
1145828,"[안드로이드 13] 갤럭시, 충전 화면 표시가 바뀌었습니다.",일반,2022-11-11 00:00:00,48076,,,전원/배터리/충전,754
1079752,갤럭시 배터리를 충전하는데 열이 발생합니다.,일반,2022-11-11 00:00:00,53695,,,전원/배터리/충전,754
1103537,"갤럭시, 배터리 충전 시 100% 충전이 안됩니다",일반,2022-11-11 00:00:00,153079,,,전원/배터리/충전,754
1158323,"[안드로이드 13] 갤럭시, 자동으로 케어가 자동 최적화 기능으로 변경되었습니다.",일반,2022-11-09 00:00:00,6257,,,전원/배터리/충전,754
26092,"갤럭시 S20, 고속충전이 안됩니다.",일반,2022-10-13 00:00:00,22760,,,전원/배터리/충전,754
1105974,연락처에서 전화를 걸 때 선택한 SIM을 항상 사용하는 방법,일반,2022-09-16 14:37:14,2060,,,전원/배터리/충전,754
1085999,"Z 폴드4, Z 플립4, 라이트 기능이 궁금합니다.",일반,2022-08-26 00:00:00,5814,,,전원/배터리/충전,754
37799,무선 배터리 공유 기능이 궁금합니다.,일반,2022-08-25 00:00:00,470574,,,전원/배터리/충전,754
1080684,갤럭시 Z 플립4 배터리 용량 및 구입 후 초기 배터리 소모 관련 안내,일반,2022-08-19 15:16:54,40073,,,전원/배터리/충전,754
1071999,"갤럭시 Z 플립4, Z 폴드4 고속 충전에 대한 안내",일반,2022-08-11 14:33:46,67118,,,전원/배터리/충전,754
1057704,"갤럭시, 기기 구매 후 초기 사용시 배터리 사용 패턴에 대한 안내",일반,2022-08-03 00:00:00,10751,,,전원/배터리/충전,754
1014542,"갤럭시 버디2, 유선 고속 충전을 지원하나요?",일반,2022-06-27 15:11:17,3196,,,전원/배터리/충전,754
976274,갤럭시의 배터리를 오래 사용하는 방법,동영상,2022-06-16 00:00:00,41892,"{'handler': 'default', 'contentType': 'image/jpeg', 'storePath': 'hpFaq/thumbnail/202206/15/9546cfb5-ccb6-4935-8024-ecb1abee45c7.jpg', 'fileName': 'BATT-2.jpg', 'fileSize': 91654, 'dataStorePath': 'hpFaq/thumbnail/202206/15/9546cfb5-ccb6-4935-8024-ecb1abee45c7.jpg/BATT-2.jpg'}",0:59,전원/배터리/충전,754
25385,"갤럭시A90, 전원 종료하는 방법이 궁금합니다.",일반,2022-05-25 00:00:00,328880,,,전원/배터리/충전,754
25685,고속 무선충전 기능을 지원하는 스마트폰이 궁금해요,일반,2022-05-04 00:00:00,16683,,,전원/배터리/충전,754
40217,"갤럭시, 갑자기 전원이 켜지지 않아요.",일반,2022-04-06 00:00:00,465832,,,전원/배터리/충전,754
42430,스마트폰 고성능 모드 설정을 어떻게 하나요?,일반,2022-02-23 00:00:00,24609,,,전원/배터리/충전,754
23360,무선 충전기를 사용 중 무선 충전이 끊깁니다.,일반,2022-01-25 00:00:00,68486,,,전원/배터리/충전,754
595407,"갤럭시 엑스커버 5, 배터리 교체가 가능한가요?",일반,2022-01-14 15:29:06,5972,,,전원/배터리/충전,754
40011,배터리 부분에서 열이 발생합니다.,일반,2022-01-01 00:00:00,20211,,,전원/배터리/충전,754
415035,"갤럭시 Z플립3, 배터리가 빨리 소모되고 열이 발생합니다.",일반,2021-10-14 11:13:45,73687,,,전원/배터리/충전,754
367730,"갤럭시 Z플립3, 커버 화면이 닫혀있는 상태에서 전원을 끌 수 있나요",일반,2021-09-15 15:37:05,8123,,,전원/배터리/충전,754
95551,"갤럭시 A42 5G, 전원 종료 방법이 궁금합니다.",일반,2021-03-10 20:54:09,7305,,,전원/배터리/충전,754
37812,무선 충전 패드로 충전 시 충전이 안 돼요.,일반,2021-01-20 21:36:27,58745,,,전원/배터리/충전,754
42431,"안드로이드 11 OS, 초절전 모드 설정을 어떻게 하나요?",일반,2020-12-11 16:44:10,31326,,,전원/배터리/충전,754
42467,"충전, 전원, 재부팅 오류 시 조치 방법이 궁금합니다.",일반,2020-12-04 16:58:12,38186,,,전원/배터리/충전,754
42390,"배터리 소모가 빠르거나, 급 방전이 되는 경우 확인해 보세요.",동영상,2020-11-19 17:27:20,58132,"{'handler': 'default', 'contentType': 'image/png', 'storePath': 'hpFaq/thumbnail/202103/05/d0dcf1d4-b45a-4929-aedc-8c52677c910a.png', 'fileName': '06.png', 'fileSize': 38573, 'dataStorePath': 'hpFaq/thumbnail/202103/05/d0dcf1d4-b45a-4929-aedc-8c52677c910a.png/06.png'}",03:47,전원/배터리/충전,754
26356,"갤럭시A51 5G, 전원 종료 방법이 궁금합니다. ",일반,2020-10-26 10:12:56,33956,,,전원/배터리/충전,754
26302,"갤럭시 S20 FE, 특정 기능 사용 중 무선 충전이 안될 수 있나요?",일반,2020-10-12 18:00:18,3787,,,전원/배터리/충전,754
26351,"갤럭시S20 FE, 무선 충전 트리오(EP-P6300)에 충전 시 NFC 인식 알림이 발생합니다. ",일반,2020-10-12 17:50:45,3633,,,전원/배터리/충전,754
23831,배터리 일체형 스마트폰의 배터리 교체 방법이 궁금합니다.,일반,2020-09-01 13:12:24,32104,,,전원/배터리/충전,754
25388,"갤럭시A90, 상단 배터리 용량 표시가 배터리 모양으로만 표시됩니다. ",일반,2020-06-22 14:39:28,69622,,,전원/배터리/충전,754
25578,"갤럭시 Z 플립, 측면 버튼으로 전원 ON/OFF 방법 안내",일반,2020-06-12 00:00:00,157336,,,전원/배터리/충전,754
25855,"갤럭시A31, 전원을 끄는 방법은 무엇인가요? ",일반,2020-05-18 18:35:50,14390,,,전원/배터리/충전,754
23495,"갤럭시S10, 충전 시간 확인 방법이 궁금해요",일반,2020-05-14 16:06:33,31207,,,전원/배터리/충전,754
25794,"유선, 무선 충전을 지원하는 제품은 유, 무선 동시 충전이 가능한가요?",일반,2020-04-29 18:28:36,13288,,,전원/배터리/충전,754
2247121,무선 충전기로 갤럭시 Z 플립 충전 방법이 궁금해요.,일반,2020-04-28 00:00:00,13395,,,전원/배터리/충전,754
25651,"갤럭시S20, 전원 OFF 방법 궁금합니다.",일반,2020-03-06 18:00:41,168324,,,전원/배터리/충전,754
25577,"갤럭시 Z 플립, 스탠딩 무선 충전기에 충전 시 충전이 잘 안됩니다.",일반,2020-02-14 18:12:13,17527,,,전원/배터리/충전,754
40724,휴대전화가 켜지지 않고 통신사 로고만 뜹니다.,일반,2020-01-09 00:00:00,33932,,,전원/배터리/충전,754
40721,"갤럭시, 전원이 꺼지지 않습니다.",일반,2020-01-09 00:00:00,43295,,,전원/배터리/충전,754
25324,"갤럭시 노트10, 고속 충전과 초고속 충전을 구분할 수 있나요?",일반,2019-11-04 19:52:28,55077,,,전원/배터리/충전,754
25323,"갤럭시 노트10, S펜 배터리 충전 상태 확인이 가능한가요?",일반,2019-10-11 10:16:22,60754,,,전원/배터리/충전,754
25376,"갤럭시 폴드, 배터리가 2개 내장되어 있나요?",일반,2019-09-18 09:10:02,7300,,,전원/배터리/충전,754
25204,"갤럭시 노트10, 전원ON, OFF 방법이 궁금합니다.",일반,2019-08-23 13:04:15,143753,,,전원/배터리/충전,754
25312,"갤럭시S10, 무선 배터리 공유 기능이 궁금해요",일반,2019-08-08 17:39:56,173694,,,전원/배터리/충전,754
23362,"갤럭시S10, 무선 배터리 공유가 잘 안될 경우 확인 사항이 궁금해요",일반,2019-03-11 13:42:02,9988,,,전원/배터리/충전,754
23519,"갤럭시A7, 충전기 젠더 타입이 궁금합니다.",일반,2018-11-02 17:53:51,10540,,,전원/배터리/충전,754
23458,"갤럭시 노트9, S펜 충전방식과 사용가능 시간을 알고싶어요.",일반,2018-10-12 15:40:14,17031,,,전원/배터리/충전,754
23780,갤럭시 노트9의 배터리 성능 및 저장용량이 궁금해요.,일반,2018-08-23 18:26:54,32647,,,전원/배터리/충전,754
23476,"갤럭시 노트9, 무선 충전 듀오(Wireless Charger Duo) 기기가 궁금합니다.",일반,2018-08-22 10:16:28,17696,,,전원/배터리/충전,754
23340,"갤럭시 노트 FE, 고속 충전이 안될 때 조치방법이 궁금해요.",일반,2018-07-13 17:14:47,35604,,,전원/배터리/충전,754
23920,"갤럭시A8(2018), 기존 제품 충전기가 호환되는지 알고 싶어요?",일반,2018-01-05 11:31:12,6752,,,전원/배터리/충전,754
23562,"갤럭시 노트 FE, 배터리 안전성을 위해 어떤 검사를 하나요?",일반,2017-07-10 11:14:27,3693,,,전원/배터리/충전,754
23862,"갤럭시A5 2017, 충전기 젠더가 기존제품과 달라요.",일반,2017-05-30 21:18:59,71922,,,전원/배터리/충전,754
23926,"갤럭시A5 2017,기존 Micro USB 충전기 사용하는 방법이 궁금해요.",일반,2017-01-20 08:57:53,7137,,,전원/배터리/충전,754
23503,"갤럭시A8 2016, 고속 충전이 안됩니다.",일반,2016-10-05 12:49:58,25642,,,전원/배터리/충전,754
23193,충전할때 휴대폰 화면이 무지개 처럼 이상하게 나타나요?,일반,2015-05-12 10:14:26,34506,,,전원/배터리/충전,754
4036944,더 스마트해진 AI 폴더블 폰을 경험하세요.,일반,2025-07-10 00:00:00,67358,,,블루투스,745
4036537,"갤럭시, One UI 8에서 블루투스로 갤럭시 버즈 연결(페어링) 방법",일반,2025-07-10 00:00:00,6613,,,블루투스,745
39480,"갤럭시, 블루투스 기기 연결이 안됩니다.",일반,2025-06-10 00:00:00,351917,,,블루투스,745
917952,갤럭시 블루투스로 헤드셋과 자동차에 동시에 연결되어 있을 경우 통화 동작 안내,일반,2025-04-30 00:00:00,25462,,,블루투스,745
2459877,"갤럭시, 보청기 지원 기능에 대해 알아보세요.",일반,2024-07-09 00:00:00,11252,,,블루투스,745
1848012,"갤럭시 S24, 자가진단 방법을 활용한 나의 갤럭시 점검하기",일반,2024-01-18 00:00:00,15676,,,블루투스,745
1848276,"갤럭시, 퀵 쉐어(Quick Share) 사용 및 설정방법",일반,2024-01-18 00:00:00,247697,,,블루투스,745
39588,"갤럭시, 블루투스 파일 전송 방법이 궁금합니다.",일반,2023-07-01 00:00:00,99796,,,블루투스,745
38435,"갤럭시, 블루투스 차량 핸즈프리 연결이 안됩니다.",일반,2023-01-26 00:00:00,66895,,,블루투스,745
1143830,"[안드로이드 13] 갤럭시, 앱 별로 언어를 다르게 설정할 수 있어요.",일반,2022-10-25 00:00:00,19447,,,블루투스,745
26076,안드로이드 오토를 이용한 스마트폰과 자동차 연결 방법 안내,일반,2022-05-04 00:00:00,319815,,,블루투스,745
40810,블루투스로 연락처 전송하는 방법이 궁금합니다.,일반,2022-03-23 00:00:00,33790,,,블루투스,745
38934,블루투스 키보드 연결 및 해제 방법이 궁금합니다.,일반,2022-03-02 00:00:00,170891,,,블루투스,745
39537,"블루투스 마우스 연결, 해제 방법이 궁금합니다.",일반,2022-02-23 00:00:00,29192,,,블루투스,745
39554,블루투스 헤드셋 연결시 음악 안 나옵니다.,일반,2022-01-26 00:00:00,27893,,,블루투스,745
615009,갤럭시 블루투스 헤드셋 소리가 끊기거나 잡음이 발생하는 경우 조치방법,일반,2022-01-25 14:07:53,10191,,,블루투스,745
39575,블루투스가 켜지지 않아요.,일반,2022-01-25 00:00:00,55672,,,블루투스,745
37684,블루투스 헤드셋 연결 및 해제 방법이 궁금합니다.,일반,2022-01-18 00:00:00,60055,,,블루투스,745
37834,USB 테더링 및 블루투스 테더링 설정 방법이 궁금합니다.,일반,2020-01-20 00:00:00,259090,,,블루투스,745
25412,"갤럭시 노트10, 블루투스 기기 이름을 변경하고 싶어요.",일반,2019-10-21 17:45:43,45921,,,블루투스,745
23695,블루투스 스피커/이어폰 연결 시 음악 재생 소리가 작게 들립니다.,일반,2019-05-24 14:26:47,36121,,,블루투스,745
1263459,"갤럭시, 제품 구매 후 기기 상태 및 이상 여부를 스스로 점검할 수 있는 방법이 궁금합니다.",일반,2026-02-26 00:00:00,154019,,,멈춤/오류/재시작,744
1017552,"갤럭시, 외부 앱 설치 후 갑자기 광고가 보여지고, 기기가 느려지거나  멈춥니다.",일반,2025-10-13 00:00:00,67492,,,멈춤/오류/재시작,744
36951,"갤럭시, 카메라를 실행할 수 없다고 뜹니다.",일반,2025-09-22 00:00:00,239540,,,멈춤/오류/재시작,744
3986813,(Shorts) 악성 메시지를 차단해 보아요.,동영상,2025-06-20 09:19:42,4149,"{'handler': 'default', 'contentType': 'image/png', 'storePath': 'hpFaq/thumbnail/202506/20/543d9ccb-7ba0-41ca-838f-130b7e43693c.png', 'fileName': '토당토당 썹네일.png', 'fileSize': 418453, 'dataStorePath': 'hpFaq/thumbnail/202506/20/543d9ccb-7ba0-41ca-838f-130b7e43693c.png/토당토당 썹네일.png'}",01:00,멈춤/오류/재시작,744
40333,"갤럭시, 휴대전화 부팅시 안전모드가 뜹니다.",일반,2025-05-01 00:00:00,221273,,,멈춤/오류/재시작,744
3466497,"갤럭시, 얼굴 인식이 안 돼요.",일반,2025-03-20 13:43:41,4409,,,멈춤/오류/재시작,744
3413415,"나만의 갤럭시, 휴대전화 진단하는 방법 안내",동영상,2025-03-05 16:06:03,7909,"{'handler': 'default', 'contentType': 'image/png', 'storePath': 'hpFaq/thumbnail/202503/05/59dd9eeb-adba-41c6-a049-1fd12d99ead2.png', 'fileName': '썸네일.png', 'fileSize': 87785, 'dataStorePath': 'hpFaq/thumbnail/202503/05/59dd9eeb-adba-41c6-a049-1fd12d99ead2.png/썸네일.png'}",02:02,멈춤/오류/재시작,744
3396921,"갤럭시, 악성 메시지 및 인텔리전스 스팸 차단 기능 안내",일반,2025-02-28 15:39:27,28202,,,멈춤/오류/재시작,744
615123,디스플레이가 정상 작동하지 않아요,일반,2025-01-20 00:00:00,24479,,,멈춤/오류/재시작,744
616478,"갤럭시, 휴대전화가 느려지는 원인과 해결 방법이 궁금해요.",일반,2024-12-26 00:00:00,212983,,,멈춤/오류/재시작,744
2984491,(Shorts) 앱 알림음이 반복해서 계속 울려요.,동영상,2024-11-29 15:17:33,4044,"{'handler': 'default', 'contentType': 'image/png', 'storePath': 'hpFaq/thumbnail/202411/29/87870bc6-edde-4e71-8c60-a6b53ea510bd.png', 'fileName': '토당토당 썸네일.png', 'fileSize': 420097, 'dataStorePath': 'hpFaq/thumbnail/202411/29/87870bc6-edde-4e71-8c60-a6b53ea510bd.png/토당토당 썸네일.png'}",01:00,멈춤/오류/재시작,744
25923,"갤럭시, 휴대전화가 예전과 다르게 느려지고 버벅임, 멈춤 증상이 발생합니다.",일반,2024-11-11 00:00:00,282369,,,멈춤/오류/재시작,744
2683703,"갤럭시, 제품 이상 시 조치 방법에 대해 알아보세요.(느려짐, 버벅임, 멈춤, 재부팅, 꺼짐 등)",일반,2024-09-02 00:00:00,52988,,,멈춤/오류/재시작,744
1565668,"갤럭시, NFC 기능이 제대로 작동하지 않을 때 해결방법",일반,2024-08-07 00:00:00,246264,,,멈춤/오류/재시작,744
2502482,(Shorts) 휴대전화 사용 중 멈추고 속도가 느릴 때는 오류 보내기를 활용해 보세요.,동영상,2024-07-25 11:44:19,3579,"{'handler': 'default', 'contentType': 'image/png', 'storePath': 'hpFaq/thumbnail/202407/25/7eb21684-95af-43e0-b1bd-760ce576b8ca.png', 'fileName': '쏭자매 썹네일.png', 'fileSize': 520102, 'dataStorePath': 'hpFaq/thumbnail/202407/25/7eb21684-95af-43e0-b1bd-760ce576b8ca.png/쏭자매 썹네일.png'}",01:00,멈춤/오류/재시작,744
2395669,"갤럭시, 네이버페이 앱에서 삼성페이 결제가 잘 안됩니다.",일반,2024-06-19 00:00:00,11030,,,멈춤/오류/재시작,744
40718,"갤럭시, 키패드 터치가 안돼요.",일반,2024-02-03 00:00:00,83287,,,멈춤/오류/재시작,744
992023,삼성월렛(Samsung Wallet) 결제 시 지문 인증이 안됩니다.,일반,2024-01-01 00:00:00,39204,,,멈춤/오류/재시작,744
1599164,(Shorts) 갤럭시 신제품 자가진단 하기,동영상,2023-10-04 15:18:47,18096,"{'handler': 'default', 'contentType': 'image/png', 'storePath': 'hpFaq/thumbnail/202310/04/81581bdc-76f6-40ca-9b92-fbdf039db307.png', 'fileName': '3. 토당토당 썸네일_0921.png', 'fileSize': 572638, 'dataStorePath': 'hpFaq/thumbnail/202310/04/81581bdc-76f6-40ca-9b92-fbdf039db307.png/3. 토당토당 썸네일_0921.png'}",01:00,멈춤/오류/재시작,744
36800,"갤럭시, 이메일 받기(수신) 및 보내기(발송)가 안돼요.",일반,2023-07-20 00:00:00,27706,,,멈춤/오류/재시작,744
1491444,"갤럭시, 갑자기 데이터 속도가 느려지거나 접속이 안됩니다.",일반,2023-07-19 14:49:04,52432,,,멈춤/오류/재시작,744
1480437,"갤럭시, 외부 앱 설치 후 갑자기 광고가 보여지고, 기기가 느려졌어요.",동영상,2023-06-23 16:21:17,24041,"{'handler': 'default', 'contentType': 'image/png', 'storePath': 'hpFaq/thumbnail/202306/23/5cb6eec2-e36d-4064-ac48-a1e923df8b0a.png', 'fileName': '토당토당(외부앱).png', 'fileSize': 224169, 'dataStorePath': 'hpFaq/thumbnail/202306/23/5cb6eec2-e36d-4064-ac48-a1e923df8b0a.png/토당토당(외부앱).png'}",03:28,멈춤/오류/재시작,744
39934,"갤럭시, 날씨가 자동으로 업데이트되지 않아요.",일반,2023-05-09 00:00:00,38889,,,멈춤/오류/재시작,744
1307537,"갤럭시 S23, 게임 성능을 향상시키는 방법이 궁금합니다.",일반,2023-02-02 09:44:51,13552,,,멈춤/오류/재시작,744
39935,SD카드를 삽입해도 인식이 안 돼요.,일반,2022-12-01 00:00:00,26486,,,멈춤/오류/재시작,744
40415,"갤럭시, 개통이 안 되고 기기인증 실패라고 뜹니다.",일반,2022-12-01 00:00:00,110444,,,멈춤/오류/재시작,744
40398,스마트 스위치 PC 소프트웨어 업데이트 중 멈췄어요.,일반,2022-05-11 00:00:00,61248,,,멈춤/오류/재시작,744
416620,"갤럭시 Z플립3, Z폴드3 속도가 느리고 버벅거려요",일반,2022-04-21 00:00:00,45898,,,멈춤/오류/재시작,744
39924,화면 오버레이 감지됨 문구가 표시됩니다.,일반,2022-04-04 00:00:00,18599,,,멈춤/오류/재시작,744
689552,"갤럭시 S22, 게임 최적화(GOS) 관련 내용이 궁금해요.",일반,2022-03-07 14:21:10,51739,,,멈춤/오류/재시작,744
34794,"자동으로 전화 수신, 발신돼요.",일반,2022-02-28 00:00:00,36683,,,멈춤/오류/재시작,744
36759,인터넷 동영상 재생 안 돼요.,일반,2022-01-31 00:00:00,82130,,,멈춤/오류/재시작,744
618788,기기의 외부 버튼이 작동하지 않을 때 조치 방법,일반,2022-01-28 09:34:06,42198,,,멈춤/오류/재시작,744
37619,"지문, 홍채, 얼굴 인식이 안 돼요.",일반,2022-01-14 00:00:00,64026,,,멈춤/오류/재시작,744
37072,DMB 신호가 잡히지 않아요.,일반,2022-01-05 00:00:00,17843,,,멈춤/오류/재시작,744
36292,문자 메시지가 늦게 수신됩니다.,일반,2022-01-04 00:00:00,16401,,,멈춤/오류/재시작,744
39915,시간 및 날짜가 맞지 않아요.,일반,2022-01-04 00:00:00,111147,,,멈춤/오류/재시작,744
40385,취소 버튼을 눌러도 동작하지 않아요.,일반,2022-01-01 00:00:00,20627,,,멈춤/오류/재시작,744
39985,애플리케이션이 중지되었다고 나옵니다.,일반,2022-01-01 00:00:00,13627,,,멈춤/오류/재시작,744
40403,FOTA로 업데이트가 안 돼요.,일반,2021-12-31 00:00:00,4480,,,멈춤/오류/재시작,744
540431,"안드로이드12 외부 카메라 앱에서 사진을 불러올 경우 저장된 사진이 보이지 않거나, 전송이 안됩니다.",일반,2021-12-02 15:31:01,2764,,,멈춤/오류/재시작,744
540375,"안드로이드12, 업데이트 후 잠금 화면에 음악 플레이어 위젯이 표시되지 않습니다.",일반,2021-12-02 14:32:08,35096,,,멈춤/오류/재시작,744
111654,"특정 어플(카카오톡, 증권, 네이버 등) 실행 시 바로 꺼지는 현상",일반,2021-03-23 09:41:23,133304,,,멈춤/오류/재시작,744
40391,게임 실행시 다운됩니다.,일반,2021-02-10 17:58:22,25869,,,멈춤/오류/재시작,744
39989,"갤럭시, 예상치 않게 중지되었습니다 팝업이 뜹니다.",일반,2021-02-09 16:38:02,11091,,,멈춤/오류/재시작,744
39982,프로세스가 종료되었다고 뜹니다.,일반,2021-02-09 16:15:26,3356,,,멈춤/오류/재시작,744
42467,"충전, 전원, 재부팅 오류 시 조치 방법이 궁금합니다.",일반,2020-12-04 16:58:12,38186,,,멈춤/오류/재시작,744
40189,저장한 동영상 재생이 안됩니다.,일반,2020-10-26 00:00:00,82138,,,멈춤/오류/재시작,744
25026,"갤럭시A50, 리셋 방법은 무엇인가요? (제품 다시 시작하기) ",일반,2020-07-09 13:14:55,37544,,,멈춤/오류/재시작,744
26006,앱이 멈추는 경우의 해결 방법이 궁금합니다.,일반,2020-06-25 15:55:03,6943,,,멈춤/오류/재시작,744
36956, 갤러리에 저장된 사진 삭제 및 휴지통 복원 방법이 궁금합니다.,일반,2020-06-22 00:00:00,154183,,,멈춤/오류/재시작,744
25852,"갤럭시A31, 리셋 방법은 무엇인가요? (강제로 제품 다시 시작하기) ",일반,2020-05-18 16:05:32,4608,,,멈춤/오류/재시작,744
25595,"갤럭시 Z 플립, 소프트 리셋 방법이 궁금합니다.",일반,2020-02-26 10:08:38,19481,,,멈춤/오류/재시작,744
40354,사용중 멈추고 속도가 느립니다.,일반,2020-01-17 00:00:00,44549,,,멈춤/오류/재시작,744
39991, 메모리 저장공간이 부족합니다.,일반,2020-01-17 00:00:00,35246,,,멈춤/오류/재시작,744
25075,"갤럭시 노트9, 화면이 검게 나오거나 터치 및 버튼 동작이 안 돼요",일반,2019-11-22 00:00:00,73432,,,멈춤/오류/재시작,744
40322,다운로드 중이라고 뜨고 전원을 끄지마세요 나옵니다.,일반,2019-01-23 00:00:00,50408,,,멈춤/오류/재시작,744
23711,"갤럭시A7, 화면 터치나 버튼 동작이 안될 때 조치방법",일반,2018-10-23 12:45:09,42243,,,멈춤/오류/재시작,744
23669,"Connect Tag, 동작 멈춤과 상태 표시등으로 보는 기기 동작 컨셉이 궁금해요.",일반,2018-10-12 15:40:22,4097,,,멈춤/오류/재시작,744
23384,SD카드 암호화 기능 사용 중 전체 초기화 진행 시 SD카드 데이터 복원이 안되나요?,일반,2018-10-12 15:40:21,15251,,,멈춤/오류/재시작,744
23759,"갤럭시 폴더2, 리셋하는 방법은 어떻게 되나요?  ",일반,2017-06-29 11:36:32,36566,,,멈춤/오류/재시작,744
4682681,"갤럭시  Z 플립7, 플립수트 케이스 사용 방법 안내",일반,2026-04-02 14:35:25,15,,,시스템 설정,749
1847439,"갤럭시 AI, 메시지 작성을 도와줄 글쓰기 어시스트 기능 안내",일반,2026-02-27 00:00:00,157223,,,시스템 설정,749
2453371,"갤럭시 AI, 크리에이티브 스튜디오(그리기 어시스트) 사용 방법",일반,2026-02-27 00:00:00,96255,,,시스템 설정,749
1856524,"갤럭시 AI, 노트 어시스트 사용 방법",일반,2026-02-27 00:00:00,100183,,,시스템 설정,749
3189581,"갤럭시, 나우 브리프(Now brief) 설정 및 사용 방법",일반,2026-02-27 00:00:00,57610,,,시스템 설정,749
1848379,"갤럭시 AI, 통화 중 실시간 통역 사용 방법",일반,2026-02-27 00:00:00,425007,,,시스템 설정,749
4614380,"갤럭시 S26 울트라, 프라이버시 디스플레이 기능 사용 방법",일반,2026-02-27 00:00:00,32789,,,시스템 설정,749
4613339,"갤럭시 S26 시리즈, 빠른 설정창 편집 방법",일반,2026-02-26 00:00:00,2735,,,시스템 설정,749
4613195,"갤럭시 S26 시리즈, 가족 기기 공유 사용 방법",일반,2026-02-26 00:00:00,945,,,시스템 설정,749
4614074,"갤럭시 S26 시리즈, AI 어시스턴트로 통화 스크리닝 사용하는 방법",일반,2026-02-26 00:00:00,7163,,,시스템 설정,749
